6.1,327868852
6.3,317460317
6.7,298507462
7.4,270270270
8.4,238095238
10,200000000
12,166666666
13,153846153
15,133333333
20,100000000
30,66666666
40,50000000
50,40000000
60,33333333
80,25000000
100,20000000
